tweet_id,dog_rating,rating_denominator,name,year,month,day,hour,dog_stage,source,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,category
888917238123831296,12,10,Jim,2017,7,23,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,28261,4343,"AxesSubplot(0.125,0.125;0.775x0.755)"
888804989199671297,13,10,Zeke,2017,7,22,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,24789,4130,"AxesSubplot(0.125,0.125;0.775x0.755)"
888554962724278272,13,10,Ralphus,2017,7,22,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,19230,3407,"AxesSubplot(0.125,0.125;0.775x0.755)"
888078434458587136,12,10,Gerald,2017,7,20,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,21111,3361,"AxesSubplot(0.125,0.125;0.775x0.755)"
887705289381826560,13,10,Jeffrey,2017,7,19,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,29308,5182,"AxesSubplot(0.125,0.125;0.775x0.755)"
887517139158093824,14,10,such,2017,7,19,3,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,44920,11281,"AxesSubplot(0.125,0.125;0.775x0.755)"
887473957103951883,13,10,Canela,2017,7,19,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,66865,17498,"AxesSubplot(0.125,0.125;0.775x0.755)"
887343217045368832,13,10,None,2017,7,18,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,32666,10053,"AxesSubplot(0.125,0.125;0.775x0.755)"
887101392804085760,12,10,None,2017,7,18,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,29652,5745,"AxesSubplot(0.125,0.125;0.775x0.755)"
886983233522544640,13,10,Maya,2017,7,17,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,34063,7477,"AxesSubplot(0.125,0.125;0.775x0.755)"
886736880519319552,13,10,Mingus,2017,7,16,23,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,11669,3144,"AxesSubplot(0.125,0.125;0.775x0.755)"
886680336477933568,13,10,Derek,2017,7,16,20,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,21771,4303,"AxesSubplot(0.125,0.125;0.775x0.755)"
886366144734445568,12,10,Roscoe,2017,7,15,23,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,20543,3083,"AxesSubplot(0.125,0.125;0.775x0.755)"
886258384151887873,13,10,Waffles,2017,7,15,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,27174,6079,"AxesSubplot(0.125,0.125;0.775x0.755)"
885984800019947520,12,10,Jimbo,2017,7,14,22,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,31637,6538,"AxesSubplot(0.125,0.125;0.775x0.755)"
885528943205470208,13,10,Maisey,2017,7,13,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,34903,6194,"AxesSubplot(0.125,0.125;0.775x0.755)"
885311592912609280,13,10,Lilly,2017,7,13,1,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,0,17882,"AxesSubplot(0.125,0.125;0.775x0.755)"
885167619883638784,13,10,None,2017,7,12,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,21256,4224,"AxesSubplot(0.125,0.125;0.775x0.755)"
884925521741709313,12,10,Earl,2017,7,12,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,75015,17579,"AxesSubplot(0.125,0.125;0.775x0.755)"
884876753390489601,13,10,Lola,2017,7,11,20,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,27057,5421,"AxesSubplot(0.125,0.125;0.775x0.755)"
884562892145688576,13,10,Kevin,2017,7,11,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,23566,4520,"AxesSubplot(0.125,0.125;0.775x0.755)"
884441805382717440,14,10,None,2017,7,10,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,26192,5471,"AxesSubplot(0.125,0.125;0.775x0.755)"
884162670584377345,12,10,Yogi,2017,7,9,21,doggo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,19752,2876,"AxesSubplot(0.125,0.125;0.775x0.755)"
883838122936631299,12,10,Noah,2017,7,9,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,21229,3328,"AxesSubplot(0.125,0.125;0.775x0.755)"
883482846933004288,5,10,Bella,2017,7,8,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,44557,9571,"AxesSubplot(0.125,0.125;0.775x0.755)"
883360690899218434,13,10,Grizzwald,2017,7,7,16,floofer,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,22013,3580,"AxesSubplot(0.125,0.125;0.775x0.755)"
883117836046086144,13,10,None,2017,7,7,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,36038,6431,"AxesSubplot(0.125,0.125;0.775x0.755)"
882992080364220416,13,10,Rusty,2017,7,6,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,23216,3785,"AxesSubplot(0.125,0.125;0.775x0.755)"
882762694511734784,12,10,Gus,2017,7,6,0,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,27447,4726,"AxesSubplot(0.125,0.125;0.775x0.755)"
882627270321602560,13,10,Stanley,2017,7,5,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,27122,5878,"AxesSubplot(0.125,0.125;0.775x0.755)"
882268110199369728,13,10,Alfy,2017,7,4,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,43595,11200,"AxesSubplot(0.125,0.125;0.775x0.755)"
882045870035918850,13,10,Koko,2017,7,4,1,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,28477,4780,"AxesSubplot(0.125,0.125;0.775x0.755)"
881906580714921986,12,10,Rey,2017,7,3,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,23586,3283,"AxesSubplot(0.125,0.125;0.775x0.755)"
881666595344535552,13,10,Gary,2017,7,3,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,49108,10319,"AxesSubplot(0.125,0.125;0.775x0.755)"
881536004380872706,14,10,a,2017,7,2,15,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,47969,15414,"AxesSubplot(0.125,0.125;0.775x0.755)"
881268444196462592,12,10,Elliot,2017,7,1,21,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,22453,5014,"AxesSubplot(0.125,0.125;0.775x0.755)"
880935762899988482,13,10,Louis,2017,6,30,23,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,16552,2692,"AxesSubplot(0.125,0.125;0.775x0.755)"
880872448815771648,12,10,None,2017,6,30,19,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,20651,3694,"AxesSubplot(0.125,0.125;0.775x0.755)"
880465832366813184,12,10,Bella,2017,6,29,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,27688,6059,"AxesSubplot(0.125,0.125;0.775x0.755)"
880221127280381952,12,10,Jesse,2017,6,29,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,26234,4075,"AxesSubplot(0.125,0.125;0.775x0.755)"
880095782870896641,11,10,None,2017,6,28,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,26815,4192,"AxesSubplot(0.125,0.125;0.775x0.755)"
879862464715927552,13,10,Romeo,2017,6,28,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,21685,3381,"AxesSubplot(0.125,0.125;0.775x0.755)"
879492040517615616,12,10,Bailey,2017,6,27,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,22752,3075,"AxesSubplot(0.125,0.125;0.775x0.755)"
879415818425184262,13,10,Duddles,2017,6,26,19,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,102737,42837,"AxesSubplot(0.125,0.125;0.775x0.755)"
879376492567855104,12,10,Jack,2017,6,26,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,16322,3014,"AxesSubplot(0.125,0.125;0.775x0.755)"
879050749262655488,11,10,Steven,2017,6,25,18,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,21878,4547,"AxesSubplot(0.125,0.125;0.775x0.755)"
879008229531029506,13,10,Beau,2017,6,25,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,18423,2607,"AxesSubplot(0.125,0.125;0.775x0.755)"
878776093423087618,13,10,Snoopy,2017,6,25,0,puppo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,18848,3990,"AxesSubplot(0.125,0.125;0.775x0.755)"
878281511006478336,13,10,Shadow,2017,6,23,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,7515,1246,"AxesSubplot(0.125,0.125;0.775x0.755)"
878057613040115712,14,10,Emmy,2017,6,23,1,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,40854,6586,"AxesSubplot(0.125,0.125;0.775x0.755)"
877736472329191424,13,10,Aja,2017,6,22,3,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,77383,18474,"AxesSubplot(0.125,0.125;0.775x0.755)"
877611172832227328,14,10,None,2017,6,21,19,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True,0,78,"AxesSubplot(0.125,0.125;0.775x0.755)"
877556246731214848,12,10,Penny,2017,6,21,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,22080,3684,"AxesSubplot(0.125,0.125;0.775x0.755)"
877316821321428993,13,10,Dante,2017,6,21,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,26617,5036,"AxesSubplot(0.125,0.125;0.775x0.755)"
877201837425926144,12,10,Nelly,2017,6,20,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,26361,5415,"AxesSubplot(0.125,0.125;0.775x0.755)"
876838120628539392,12,10,Ginger,2017,6,19,16,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,20105,3234,"AxesSubplot(0.125,0.125;0.775x0.755)"
876484053909872640,13,10,Benedict,2017,6,18,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,18247,2314,"AxesSubplot(0.125,0.125;0.775x0.755)"
876120275196170240,13,10,Venti,2017,6,17,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,27173,4529,"AxesSubplot(0.125,0.125;0.775x0.755)"
875747767867523072,13,10,Goose,2017,6,16,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,24489,4156,"AxesSubplot(0.125,0.125;0.775x0.755)"
875144289856114688,13,10,Nugget,2017,6,15,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,21333,4787,"AxesSubplot(0.125,0.125;0.775x0.755)"
875021211251597312,12,10,None,2017,6,14,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,24781,4583,"AxesSubplot(0.125,0.125;0.775x0.755)"
874680097055178752,12,10,Cash,2017,6,13,17,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,27083,4512,"AxesSubplot(0.125,0.125;0.775x0.755)"
874296783580663808,13,10,Jed,2017,6,12,16,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,25378,3994,"AxesSubplot(0.125,0.125;0.775x0.755)"
874057562936811520,12,10,None,2017,6,12,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22112,3839,"AxesSubplot(0.125,0.125;0.775x0.755)"
874012996292530176,13,10,Sebastian,2017,6,11,21,puppo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,33572,10108,"AxesSubplot(0.125,0.125;0.775x0.755)"
873580283840344065,13,10,None,2017,6,10,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,23575,3828,"AxesSubplot(0.125,0.125;0.775x0.755)"
873213775632977920,12,10,Sierra,2017,6,9,16,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,7045,1543,"AxesSubplot(0.125,0.125;0.775x0.755)"
872967104147763200,12,10,None,2017,6,9,0,doggo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,26602,5275,"AxesSubplot(0.125,0.125;0.775x0.755)"
872820683541237760,13,10,None,2017,6,8,14,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,14352,3610,"AxesSubplot(0.125,0.125;0.775x0.755)"
872620804844003328,13,10,Monkey,2017,6,8,1,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,20247,3588,"AxesSubplot(0.125,0.125;0.775x0.755)"
872486979161796608,12,10,None,2017,6,7,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,39693,8797,"AxesSubplot(0.125,0.125;0.775x0.755)"
872122724285648897,12,10,Kody,2017,6,6,16,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,33546,7941,"AxesSubplot(0.125,0.125;0.775x0.755)"
871879754684805121,13,10,Lassie,2017,6,6,0,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,36985,10881,"AxesSubplot(0.125,0.125;0.775x0.755)"
871762521631449091,12,10,Rover,2017,6,5,16,pupper,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,19784,3403,"AxesSubplot(0.125,0.125;0.775x0.755)"
871515927908634625,12,10,Napolean,2017,6,4,23,doggo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,19720,3377,"AxesSubplot(0.125,0.125;0.775x0.755)"
871032628920680449,13,10,Boomer,2017,6,3,15,None ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,22166,3737,"AxesSubplot(0.125,0.125;0.775x0.755)"
